Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Tyyppi;Alatyyppi;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Luonnehdinta;Alkoholi-%;Energia kcal/100 ml
445337;Finca Las Moras Organico Syrah Cabernet Sauvignon 2019;Finca Las Moras;0,75 l;8.99;11.85;punaviinit;Mehevä & Hilloinen;;Argentiina;Muut;2019;Täyteläinen, tanniininen, kypsän karpaloinen, karhunvatukkainen, kirsikkainen, mausteinen;13.5;80.0
927447;Kaiken Cabernet Sauvignon 2018;Kaiken;0,75 l;11.99;15.85;punaviinit;Mehevä & Hilloinen;;Argentiina;Muut;2018;Täyteläinen, tanniininen, mausteinen, yrttinen, tamminen;14.0;80.0
935847;Kaiken Ultra Malbec 2018;Kaiken;0,75 l;19.99;26.52;punaviinit;Roteva & Voimakas;;Argentiina;Muut;2018;Täyteläinen, tanniininen, mustaherukkainen, kirsikkahilloinen, mustikkainen, karpaloinen, tamminen;14.5;80.0
924858;La Chaya Cabernet Sauvignon 2019;La Riojana;0,75 l;9.89;13.05;punaviinit;Pehmeä & Hedelmäinen;;Argentiina;Muut;2019;Täyteläinen, keskitanniininen, marjainen, mausteinen, suklainen;13.0;80.0
951667;Raza Selection Malbec Shiraz Organic 2017;La Riojana;0,75 l;13.99;18.52;punaviinit;Mehevä & Hilloinen;;Argentiina;Muut;2017;Täyteläinen, keskitanniininen, herukkainen, boysenmarjainen, taatelinen, neilikkainen;13.0;80.0
944197;Terrazas de los Andes Altos del Plata Malbec 2017;Terrazas de los Andes;0,75 l;16.91;22.41;punaviinit;Mehevä & Hilloinen;;Argentiina;Muut;2017;Täyteläinen, tanniininen, marjainen, tamminen, aromikas;13.5;80.0
911007;Terrazas de los Andes Malbec 2018;Terrazas de los Andes;0,75 l;25.51;33.88;punaviinit;Mehevä & Hilloinen;;Argentiina;Muut;2018;Täyteläinen, tanniininen, marjainen, mausteinen, aromikas;14.0;80.0
909007;Tito Zuccardi Paraje Altamira 2018;Familia Zuccardi;0,75 l;29.98;39.97;punaviinit;Mehevä & Hilloinen;;Argentiina;Muut;2018;Täyteläinen, tanniininen, kirsikkainen, luumuinen, yrttinen;14.0;80.0
413868;Trapiche Zaphy Organic Red Blend 2020 kartonkitölkki;Trapiche;1 l;9.98;9.98;punaviinit;Mehevä & Hilloinen;;Argentiina;Muut;2020;Täyteläinen, keskitanniininen, herukkainen, kirsikkainen, karhunvatukkainen, mausteinen, hennon kukkainen;13.5;80.0
478937;Mastermind Pinot Noir 2017;Urban Beverages;0,75 l;10.29;13.59;punaviinit;Marjaisa & Raikas;;Argentiina;Patagonia;2017;Keskitäyteläinen, keskitanniininen, vadelmainen, hapankirsikkainen, kevyen boysenmarjainen, mausteinen;14.5;80.0
490857;Altaland Cabernet Sauvignon 2016;Altaland;0,75 l;14.49;19.19;punaviinit;Mehevä & Hilloinen;;Argentiina;Salta;2016;Täyteläinen, keskitanniininen, herukkainen, tumman kirsikkainen, hennon viikunainen, nahkainen;14.0;80.0
498657;Don David Malbec Reserve 2019;Michel Torino;0,75 l;12.98;17.17;punaviinit;Mehevä & Hilloinen;;Argentiina;Salta;2019;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, luumuinen, kevyen mokkainen, paahteinen;14.0;80.0
952897;El Esteco Altimus 2012;El Esteco;0,75 l;37.98;50.64;punaviinit;Roteva & Voimakas;;Argentiina;Salta;2012;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, mausteinen;15.0;80.0
903248;El Esteco Chañar Punco 2014;El Esteco;0,75 l;51.99;69.32;punaviinit;Roteva & Voimakas;;Argentiina;Salta;2014;Erittäin täyteläinen, tanniininen, karhunvatukkainen, mausteinen, tumman kirsikkainen;14.5;80.0
939417;El Esteco Fincas Notables Malbec 2015;El Esteco;0,75 l;32.98;43.97;punaviinit;Vivahteikas & Kehittynyt;;Argentiina;Salta;2015;Täyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkahilloinen, aromikas;14.5;80.0
478137;Michel Torino Cuma Organic Malbec 2020;Bodega El Esteco;0,75 l;9.98;13.17;punaviinit;Mehevä & Hilloinen;;Argentiina;Salta;2020;Täyteläinen, keskitanniininen, kypsän karpaloinen, mustikkainen, hapankirsikkainen, boysenmarjainen, kevyen lakritsinen;13.5;80.0
459174;Finca Las Moras Barrel Select Malbec 2018;Finca Las Moras;0,375 l;5.78;15.15;punaviinit;Mehevä & Hilloinen;;Argentiina;San Juan;2018;Täyteläinen, keskitanniininen, mustaherukkainen, kirsikkainen, vadelmainen, kevyen paahteinen;13.5;80.0
423177;Finca Las Moras Barrel Select Tannat Cabernet Sauvignon Petit Verdot 2017;Finca Las Moras;0,75 l;8.99;11.85;punaviinit;Mehevä & Hilloinen;;Argentiina;San Juan;2017;Keskitäyteläinen, keskitanniininen, herukkainen, tumman kirsikkainen, vadelmainen, mausteinen, kevyen paahteinen;13.5;80.0
432277;Finca Las Moras Black Label Malbec 2018;Finca Las Moras;0,75 l;13.99;18.52;punaviinit;Mehevä & Hilloinen;;Argentiina;San Juan;2018;Täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkainen, viikunainen, suklainen, mausteinen;14.0;80.0
418387;Los Intocables Black Malbec 2019;Finca Las Moras;0,75 l;14.98;19.84;punaviinit;Roteva & Voimakas;;Argentiina;San Juan;2019;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, suklainen, kevyen mokkainen, hennon yrttinen, tamminen, lämmin;13.5;80.0
936737;Love Cabernet Sauvignon;Finca Las Moras;0,75 l;10.99;14.52;punaviinit;Mehevä & Hilloinen;;Argentiina;San Juan;;Täyteläinen, keskitanniininen, hapankirsikkainen, karhunvatukkainen, herukkainen, mausteinen, kevyen yrttinen;13.5;80.0
410817;Lunaris Malbec Syrah 2020;Bodegas Callia;0,75 l;10.10;13.33;punaviinit;Roteva & Voimakas;;Argentiina;San Juan;2020;Täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkainen, luumuinen, hennon minttuinen, mausteinen, kevyen tamminen;13.5;80.0
919387;Tussock Jumper Malbec 2020;Tussock Jumper;0,75 l;13.29;17.72;punaviinit;Mehevä & Hilloinen;;Argentiina;San Juan;2020;Täyteläinen, keskitanniininen, luumuinen, mustaherukkainen;13.0;80.0
422497;Caro 2015;Bodegas Caro;0,75 l;54.99;73.32;punaviinit;Roteva & Voimakas;;Argentiina;;2015;Täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, luumuinen, suklainen, mausteinen, tamminen, ryhdikäs, pitkä;14.0;80.0
448827;Trapiche Extravaganza Red Blend 2019;Trapiche;0,75 l;11.99;15.85;punaviinit;Pehmeä & Hedelmäinen;;Argentiina;;2019;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkahilloinen, mokkainen, maitosuklainen;13.0;80.0
933627;19 Crimes Red wine 2019;19 Crimes;0,75 l;13.69;18.12;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2019;Täyteläinen, keskitanniininen, metsämarjainen, mustikkahilloinen, vaniljainen, suklainen, kevyen mokkainen;14.0;80.0
428587;19 Crimes The Uprising 2019;19 Crimes;0,75 l;14.68;19.44;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2019;Täyteläinen, keskitanniininen, tumman kirsikkainen, boysenmarjahilloinen, luumuinen, suklainen, kevyen vaniljainen, tamminen, lämmin;14.5;80.0
402767;Baron Von Nemesis Shiraz 2018;Zonte's Footsteps;0,75 l;18.63;24.71;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2018;Erittäin täyteläinen, tanniininen, luumuinen, herukkainen, kirsikkahilloinen, tummasuklainen, hennon mokkainen, lämmin;14.5;80.0
944507;Berry Love Day Organic 2017;Australian Wine Company;0,75 l;11.87;15.69;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2017;Täyteläinen, keskitanniininen, karhunvatukkahilloinen, mustikkainen, tummasuklainen, yrttinen;13.5;80.0
474728;Camden Park Shiraz Petit Verdot Cabernet Sauvignon 2020 kartonkitölkki;Origin Global Distribution;1 l;10.99;10.99;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2020;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkahilloinen, luumuinen, kevyen lakritsinen, hennon havuinen;14.0;80.0
481177;D'Arenberg The Bonsai Vine 2017;D'Arenberg;0,75 l;22.72;30.16;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2017;Täyteläinen, tanniininen, mustaherukkainen, boysenmarjainen, timjaminen, kevyen suklainen, tamminen;14.5;80.0
470467;D'Arenberg The Love Grass Shiraz 2018;D'Arenberg;0,75 l;15.98;21.17;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2018;Täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkainen, karhunvatukkainen, kypsän karpaloinen, mausteinen, tamminen;14.5;80.0
466507;D'Arenberg The Stump Jump GSM 2017;D'Arenberg;0,75 l;11.49;15.19;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2017;Täyteläinen, keskitanniininen, luumuinen, karhunvatukkainen, kypsän karpaloinen, hennon viikunainen, kevyen yrttinen;14.5;80.0
920157;First Drop Full Fat Red 2015;First Drop;0,75 l;16.99;22.65;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2015;Täyteläinen, keskitanniininen, tumman kirsikkainen, luumuinen, mausteinen;14.5;80.0
919657;Grand Barossa Cabernet Sauvignon 2011;Château Tanunda;0,75 l;19.99;26.65;punaviinit;Vivahteikas & Kehittynyt;;Australia;Etelä-Australia;2011;Täyteläinen, tanniininen, mausteinen, mustaherukkainen, vaniljainen;14.5;80.0
922154;Gulfstream Cabernet Sauvignon Shiraz 2018;Château Tanunda;0,75 l;19.99;26.65;punaviinit;Vivahteikas & Kehittynyt;;Australia;Etelä-Australia;2018;Täyteläinen, tanniininen, aromikas, mustikkainen, mustaherukkainen;14.5;80.0
488837;Hand Crafted by Geoff Hardy Shiraz 2018;Geoff Hardy Wines;0,75 l;16.25;21.53;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2018;Täyteläinen, keskitanniininen, karhunvatukkainen, tumman kirsikkainen, kevyen neilikkainen, mausteinen, maitosuklainen;14.5;80.0
910137;Hardys Brave New World Shiraz Black Edition 2018;Thomas Hardy & Sons;0,75 l;14.98;19.84;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2018;Erittäin täyteläinen, tanniininen, mustikkahilloinen, luumuinen, mustaherukkainen, salmiakkinen, mokkainen, kevyen suklainen;14.5;80.0
943592;Henschke Giles Pinot Noir 2016;Henschke;0,75 l;49.43;65.91;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2016;Keskitäyteläinen, keskitanniininen, boysenmarjainen, karpaloinen, tumman kirsikkainen;13.5;80.0
439977;Henschke Hill of Grace 2007;Henschke Cellars;0,75 l;674.99;899.99;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2007;Täyteläinen, tanniininen, mustaherukkainen, kypsän kirsikkainen, kevyen tryffelinen, hennon kukkainen, tamminen, elegantti, pitkä;13.0;70.0
448047;Hewitson Baby Bush Mourvèdre 2016;Hewitson;0,75 l;15.99;21.19;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2016;Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, luumuinen, kevyen toffeinen, tamminen;14.0;80.0
476347;Hewitson Le Secateur 2019;Hewitson;0,75 l;17.99;23.85;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2019;Täyteläinen, keskitanniininen, kirsikkahilloinen, mustikkainen, vadelmainen, kevyen vaniljainen, hennon pihkainen;14.0;80.0
469367;Hewitson Miss Harry 2017;Hewitson;0,75 l;15.98;21.17;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2017;Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, karpalohilloinen, metsämarjainen, yrttinen, kevyen tamminen;14.0;80.0
494507;Hewitson Ned & Henry's Shiraz 2015;Hewitson;0,75 l;20.90;27.73;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2015;Täyteläinen, tanniininen, karhunvatukkainen, kirsikkainen, kevyen oliivinen, vaniljainen, yrttinen;14.0;80.0
487837;Hugh Hamilton The Villain Cabernet Sauvignon 2018;Hugh Hamilton Wines;0,75 l;21.04;27.92;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2018;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, kevyen suklainen, eukalyptuksinen, hennon kanelinen, tamminen;14.5;80.0
495437;Jam Shed Shiraz 2019;Accolade Wines;0,75 l;9.98;13.17;punaviinit;Pehmeä & Hedelmäinen;;Australia;Etelä-Australia;2019;Täyteläinen, keskitanniininen, karhunvatukkainen, mustikkainen, mansikkahilloinen, kypsän kirsikkainen;13.5;80.0
447157;Jim Barry The Lodge Hill Shiraz 2015;Jim Barry Wines;0,75 l;17.98;23.84;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2015;Täyteläinen, keskitanniininen, karhunvatukkainen, hapankirsikkainen, eukalyptuksinen, kevyen rosmariininen;14.0;80.0
418747;Kaesler Avignon 2017;Kaesler;0,75 l;24.70;32.8;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2017;Täyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkainen, luumuinen, kaakaoinen, kevyen eukalyptuksinen;15.0;80.0
496367;Kalleske Greenock Shiraz 2018;Kalleske;0,75 l;28.85;38.33;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2018;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, vadelmainen, suklainen, kevyen vaniljainen, tamminen, pitkä;14.5;80.0
473317;Kalleske Zeitgeist Shiraz 2020;Kalleske;0,75 l;23.00;30.53;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2020;Täyteläinen, keskitanniininen, mustikkainen, boysenmarjainen, kirsikkainen, kevyen metsämansikkainen, hennon mokkainen;14.5;80.0
459627;Kilikanoon Attunga 1865 Clare Valley Shiraz 2009;Kilikanoon Wines;0,75 l;201.20;268.27;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2009;Erittäin täyteläinen, tanniininen, herukkainen, boysenmarjainen, maustepippurinen, minttuinen, tamminen, runsas, lämmin, pitkä;14.5;80.0
928286;Kings of Prohibition Shiraz;Calabria Family Wines;0,75 l;15.98;21.31;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;;Täyteläinen, keskitanniininen, boysenmarjainen, mustaherukkahilloinen, kevyen suklainen, hennon mustapippurinen;14.0;80.0
919572;Lindeman's Cawarra Shiraz Cabernet 2019;Lindeman's Wines;0,187 l;3.48;18.07;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2019;Keskitäyteläinen, keskitanniininen, kirsikkainen, karhunvatukkainen, kevyen vaniljainen, mausteinen;13.5;80.0
425657;McGuigan Bin 3000 Merlot 2017;McGuigan Wines;0,75 l;9.48;12.51;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2017;Täyteläinen, keskitanniininen, vadelmainen, luumuinen, mustaherukkainen, hennon havuinen, mausteinen;13.0;80.0
920461;Mo Sisters Red Blend 2016;Mo Sisters Wines;0,75 l;12.89;17.19;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2016;Täyteläinen, keskitanniininen, aromikas, mausteinen, kirsikkainen;13.5;80.0
902117;Most Wanted Shiraz 2019;Off-Piste;0,75 l;11.98;15.84;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2019;Täyteläinen, keskitanniininen, kirsikkainen, mansikkainen, karhunvatukkainen, kevyen kaakaoinen;13.0;70.0
949147;Nepenthe Altitude Shiraz 2017;Nepenthe Wines;0,75 l;18.98;25.31;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2017;Täyteläinen, keskitanniininen, vaniljainen, mausteinen, eukalyptuksinen;14.5;80.0
923495;Nugan McLaren Parish Vineyard Shiraz 2018;Nugan Estate;0,75 l;22.98;30.51;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2018;Täyteläinen, tanniininen, luumuinen, suklainen, setrinen;14.5;80.0
426457;Patritti Merlot 2017;Patritti;0,75 l;17.48;23.17;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2017;Erittäin täyteläinen, tanniininen, luumuinen, tumman kirsikkainen, mustaherukkahilloinen, kevyen eukalyptuksinen, hennon mustapippurinen;14.0;80.0
930141;Paxton Now Organic Shiraz 2018;Paxton Wines;0,75 l;18.50;24.53;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2018;Täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, boysenmarjainen, lakritsinen, mustapippurinen;14.0;80.0
483387;Penfolds Bin 128 Coonawarra Shiraz 2017;Penfolds Wines;0,75 l;49.50;66.0;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2017;Erittäin täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, mustikkainen, eukalyptuksinen, mustapippurinen, tamminen, runsas, lämmin, pitkä;14.5;80.0
430577;Penfolds Bin 128 Coonawarra Shiraz 2018;Penfolds;0,75 l;49.50;66.0;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2018;Täyteläinen, tanniininen, karhunvatukkainen, mustaherukkainen, mustikkainen, eukalyptuksinen, minttuinen, mausteinen, tamminen, roteva;14.5;80.0
454747;Penfolds Bin 389 Cabernet Shiraz 2018;Penfolds;0,75 l;79.90;106.4;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2018;Täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkainen, karhunvatukkainen, suklainen, mausteinen, tamminen, runsas, pitkä;14.5;80.0
915723;Penfolds Bin 407 Cabernet Sauvignon 2018;Penfolds;0,75 l;79.90;106.53;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2018;Täyteläinen, tanniininen, mustaherukkainen, luumuinen, tamminen;14.5;80.0
436227;Penfolds Grange 2011;Penfolds Wines;0,75 l;629.60;839.47;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2011;Erittäin täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, karhunvatukkainen, suklainen, mustapippurinen, tamminen, moniulotteinen, pitkä;14.5;80.0
427847;Penfolds Grange 2014;Penfolds Wines;0,75 l;719.90;959.87;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2014;Erittäin täyteläinen, tanniininen, mustaherukkainen, tumman luumuinen, kypsän kirsikkainen, mustikkainen, kevyen suklainen, mausteinen, tamminen, moniulotteinen, pitkä;14.5;80.0
934522;Penfolds Grange 2016;Penfolds;0,75 l;719.90;959.87;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2016;Erittäin täyteläinen, tanniininen, luumuinen, mustaherukkainen, mausteinen;14.5;80.0
455607;Penfolds Kalimna Bin 28 Shiraz 2018;Penfolds;0,75 l;39.98;53.17;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2018;Erittäin täyteläinen, tanniininen, karhunvatukkainen, kypsän mustaherukkainen, mokkainen, hennon lakritsinen, kevyen pippurinen, runsas;14.5;80.0
463864;Penfolds Koonunga Hill Shiraz Cabernet 2018;Penfolds;0,375 l;9.10;24.0;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2018;Täyteläinen, tanniininen, karhunvatukkahilloinen, tumman luumuinen, mausteinen, kevyen tamminen, eukalyptuksinen;14.5;80.0
006386;Penfolds Koonunga Hill Shiraz Cabernet 2019;Penfolds;0,75 l;15.98;21.17;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2019;Täyteläinen, tanniininen, karhunvatukkahilloinen, tumman kirsikkainen, mausteinen, kevyen tamminen, eukalyptuksinen;14.5;80.0
430267;Penfolds Magill Estate Shiraz 2018;Penfolds;0,75 l;174.91;233.21;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2018;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, boysenmarjahilloinen, mustaherukkainen, pippurinen, mausteinen, tamminen, ryhdikäs, pitkä;14.5;80.0
916678;Penfolds Max's Shiraz 2018;Penfolds;0,75 l;29.98;39.97;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2018;Täyteläinen, tanniininen, tumman kirsikkainen, vaniljainen, mausteinen;14.5;80.0
954331;Penfolds RWT Bin 798 2018;Penfolds;0,75 l;169.98;226.64;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2018;Erittäin täyteläinen, tanniininen, mustikkainen, mustaherukkainen, aromikas;14.5;80.0
404417;Penfolds St. Henri Shiraz 2017;Penfolds;0,75 l;124.59;166.12;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2017;Erittäin täyteläinen, tanniininen, boysenmarjahilloinen, mustaherukkainen, kirsikkainen, suklainen, pippurinen, tamminen, lämmin, pitkä;14.5;80.0
929838;Penley Estate Atlas Shiraz 2017;Penley Estate;0,75 l;15.50;20.53;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2017;Täyteläinen, tanniininen, mausteinen, mustaherukkainen, eukalyptuksinen;14.5;80.0
927476;Penley Estate Phoenix Cabernet Sauvignon 2018;Penley Estate;0,75 l;15.50;20.53;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2018;Täyteläinen, tanniininen, mausteinen, mustaherukkainen, eukalyptuksinen;14.0;80.0
915237;Peter Lehmann Layers Red 2019;Peter Lehmann;0,75 l;14.98;19.84;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2019;Täyteläinen, keskitanniininen, luumuinen, karpaloinen, mustaherukkainen, hennon salmiakkinen, paahteinen;14.5;80.0
442837;Peter Lehmann Portrait Shiraz 2018;Peter Lehmann;0,75 l;14.98;19.84;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2018;Täyteläinen, keskitanniininen, karhunvatukkainen, kypsän karpaloinen, mustaherukkainen, tummasuklainen, mausteinen, kevyen tamminen, lämmin;14.5;80.0
406787;Peter Lehmann The Barossan Shiraz 2018;Peter Lehmann;0,75 l;24.99;33.19;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2018;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, boysenmarjainen, kypsän karpaloinen, tamminen, lakritsinen;14.5;80.0
410948;Pirkko Shiraz 2019 kartonkitölkki;Astra Wines;1 l;9.99;9.99;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2019;Täyteläinen, keskitanniininen, herukkainen, luumuinen, karhunvatukkainen, mausteinen;14.5;80.0
916501;Pop Up Season No Name kartonkitölkki;Stella Wines;1 l;9.28;9.28;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;;Keskitäyteläinen, keskitanniininen, karpaloinen, tumman kirsikkainen, luumuinen;13.5;80.0
407057;Richard Hamilton Centurion Shiraz 2018;Richard Hamilton Wines;0,75 l;45.00;60.0;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2018;Erittäin täyteläinen, tanniininen, mustikkainen, karhunvatukkainen, villivadelmainen, kevyen suklainen, mausteinen, vaniljainen, tamminen;14.5;80.0
497107;Richard Hamilton Colton's GSM 2015;Richard Hamilton Wines;0,75 l;14.69;19.45;punaviinit;Mehevä & Hilloinen;;Australia;Etelä-Australia;2015;Täyteläinen, tanniininen, mustaherukkainen, boysenmarjainen, kevyen suklainen, mausteinen, tamminen, roteva;14.5;80.0
420524;Sandpiper Barossa Shiraz 2018;Thorn Clarke Wines;0,375 l;9.00;23.73;punaviinit;Roteva & Voimakas;;Australia;Etelä-Australia;2018;Täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, mustaherukkainen, mustapippurinen, tamminen;14.5;80.0
